Customer_ID,Age,Income,Employment_Type,Credit_Score,DTI,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Region,Branch,Previous_Defaults,Late_Payments,Outstanding_Amount,Days_Past_Due,Loan_Status,Application_Date,Payment_Date
114523,44,38700.0,Retired,678.0,69.7,Education Loan,961000.0,13.55,84,South,Chennai,0,2,438000.0,0,Active,2024-01-04,2025-08-03
103545,57,27500.0,Salaried,498.0,54.6,Business Loan,2932000.0,9.99,12,Central,Bhopal,0,3,1868100.0,68,Default,2022-08-25,2023-01-02
111922,44,122500.0,Business Owner,692.0,30.2,Home Loan,3108000.0,17.21,180,North,Delhi,0,2,1948800.0,0,Active,2021-07-16,2021-09-21
108573,45,67400.0,Salaried,761.0,39.4,Home Loan,3880000.0,8.72,120,South,Chennai,2,1,0.0,0,Closed,2023-01-06,2023-11-16
118984,31,58500.0,Salaried,701.0,23.3,Home Loan,5926000.0,13.07,48,West,Mumbai,0,2,5302700.0,32,Default,2021-02-09,2022-04-20
114376,49,18800.0,Salaried,609.0,30.4,Auto Loan,500000.0,10.17,36,Central,Nagpur,0,2,430600.0,0,Active,2024-10-15,2025-02-15
110686,30,17200.0,Business Owner,661.0,39.7,Credit Card,194000.0,11.06,24,South,Chennai,0,0,95900.0,52,Delinquent,2022-12-26,2023-03-25
115049,52,80500.0,Business Owner,399.0,56.4,Personal Loan,290000.0,17.0,120,East,Bhubaneswar,0,3,185100.0,0,ACTIVE,2021-02-03,2023-01-22
114812,48,65200.0,Retired,688.0,45.6,Business Loan,3058000.0,,36,Central,Bhopal,0,1,0.0,0,Closed,2021-07-12,2022-12-22
104139,51,32800.0,Unemployed,800.0,15.7,Credit Card,151000.0,11.72,48,West,Mumbai,2,2,44300.0,0,Active,2022-04-30,2023-05-27
103620,51,56800.0,Retired,768.0,24.8,Home Loan,3459000.0,10.45,84,South,Hyderabad,0,1,0.0,0,Closed,2024-06-04,2026-03-14
101140,48,112200.0,Salaried,,30.2,Personal Loan,552000.0,11.89,48,South,Hyderabad,0,0,0.0,0,closed,2021-02-22,2022-02-11
102412,58,15600.0,Retired,739.0,57.8,Credit Card,173000.0,10.55,120,West,Mumbai,0,1,0.0,0,Closed,2022-09-29,2025-01-02
100505,32,90800.0,Salaried,763.0,16.6,Home Loan,5496000.0,10.65,48,west,Mumbai,0,0,1236500.0,0,Active,2021-06-24,2023-07-18
108162,51,68100.0,Salaried,734.0,20.7,Home Loan,4733000.0,13.93,240,West,Ahmedabad,0,1,3675900.0,0,Active,2022-07-04,2024-08-09
105846,33,148200.0,Salaried,541.0,51.1,Auto Loan,408000.0,19.04,120,North,Delhi,0,1,0.0,0,Closed,2022-04-11,2022-11-21
120783,35,24900.0,Unemployed,699.0,43.8,Auto Loan,367000.0,11.71,36,South,Chennai,0,0,0.0,0,Closed,2021-05-21,2021-11-25
121006,45,73900.0,Salaried,687.0,30.5,Home Loan,3073000.0,17.46,84,North,Delhi,0,1,0.0,0,Closed,2022-05-14,2024-09-15
116879,57,65600.0,Salaried,585.0,26.2,Credit Card,80000.0,13.22,12,South,Chennai,0,0,29100.0,0,Active,2021-02-24,2021-12-18
107762,49,41100.0,Retired,709.0,37.9,Education Loan,756000.0,9.63,240,central,Bhopal,3,2,300700.0,0,Active,2021-09-23,2023-11-14
115301,18,35700.0,Unemployed,599.0,32.2,Personal Loan,207000.0,13.37,36,Central,Raipur,0,0,0.0,0,Closed,2023-05-13,2025-01-05
109350,36,45900.0,Retired,777.0,38.7,Personal Loan,315000.0,6.65,48,Central,Raipur,0,0,0.0,0,Closed,2022-12-23,2023-05-09
121457,28,82900.0,Unemployed,673.0,57.7,Education Loan,948000.0,8.32,48,South,Chennai,0,1,797300.0,0,Active,2021-03-05,2022-03-29
119385,52,,Self-Employed,797.0,20.1,Personal Loan,287000.0,13.62,240,West,Pune,0,2,82500.0,0,Active,2024-07-07,2025-02-19
101392,32,207900.0,Self-Employed,638.0,30.9,Business Loan,1985000.0,9.68,120,South,Chennai,0,1,447500.0,0,Active,2021-12-23,2022-05-20
103450,35,70400.0,Unemployed,665.0,21.9,Home Loan,4237000.0,17.0,120,Central,Bhopal,1,3,951800.0,0,ACTIVE,2021-05-29,2022-02-04
110573,25,88600.0,Unemployed,609.0,12.7,Personal Loan,375000.0,10.71,84,East,Patna,0,1,258200.0,19,Delinquent,2022-08-30,2024-05-24
111377,40,47200.0,Self-Employed,630.0,29.1,Personal Loan,266000.0,13.36,24,North,Chandigarh,2,1,63700.0,0,Active,2022-08-16,2023-05-12
116119,33,36800.0,Salaried,633.0,71.6,Personal Loan,476000.0,13.89,120,North,Chandigarh,1,1,445800.0,0,Active,2022-12-10,2023-08-04
103813,30,55100.0,Self-Employed,736.0,50.8,Auto Loan,704000.0,8.23,84,North,Chandigarh,2,1,644000.0,51,Delinquent,2022-10-08,2023-06-16
115317,58,52500.0,Salaried,544.0,25.2,Education Loan,945000.0,11.56,12,West,Ahmedabad,0,6,239600.0,0,ACTIVE,2022-03-02,2023-10-20
119460,56,93800.0,Business Owner,569.0,18.2,Home Loan,721000.0,12.01,180,North,Lucknow,0,1,0.0,0,Closed,2021-09-24,2023-07-19
107084,32,200800.0,Business Owner,618.0,15.1,Business Loan,2166000.0,7.38,84,CENTRAL,Bhopal,0,1,317300.0,0,Active,2022-07-11,2023-08-18
121155,49,,Salaried,584.0,40.3,Personal Loan,425000.0,9.83,12,South,Hyderabad,0,0,278700.0,0,Active,2022-07-01,2022-10-05
107837,48,90800.0,Retired,662.0,35.5,Education Loan,1336000.0,12.89,12,Central,Raipur,0,3,384300.0,0,Active,2021-10-18,2023-07-08
110838,32,103400.0,Self-Employed,572.0,48.1,Personal Loan,516000.0,15.19,120,West,Ahmedabad,0,2,263500.0,35,DELINQUENT,2023-05-12,2024-06-01
103295,26,45700.0,self-employed,694.0,45.8,Auto Loan,768000.0,11.12,240,Central,Raipur,1,0,506200.0,0,Active,2021-10-26,2023-10-10
115216,60,90200.0,Self-Employed,652.0,18.8,Education Loan,716000.0,10.17,120,West,Pune,2,1,0.0,0,Closed,2024-07-11,2026-10-11
106530,30,37100.0,Self-Employed,497.0,,Auto Loan,520000.0,6.0,84,Central,Raipur,1,0,0.0,0,Closed,2023-12-20,2024-04-19
118028,36,10900.0,Salaried,737.0,25.9,Personal Loan,151000.0,8.19,60, North,Chandigarh,1,2,83500.0,0,Active,2023-02-07,2023-06-21
112979,46,86500.0,Self-Employed,668.0,31.0,Auto Loan,510000.0,12.06,120,Central,Nagpur,0,2,251200.0,0,Active,2022-01-27,2023-06-12
104367,34,60400.0,Self-Employed,713.0,32.2,Education Loan,1316000.0,,60,North,Delhi,0,2,568300.0,0,Active,2024-07-27,2025-12-26
104800,49,43800.0,Salaried,520.0,15.1,Personal Loan,381000.0,7.06,84,West,Pune,1,0,0.0,0,Closed,2023-10-05,2024-01-31
109450,49,179000.0,Salaried,842.0,10.1,Auto Loan,992000.0,12.73,180,Central,Bhopal,0,2,0.0,0,Closed,2024-05-20,2026-05-20
119893,31,60500.0,self-employed,601.0,3.0,Education Loan,1025000.0,15.89,180,Central,Bhopal,1,2,211400.0,0,Active,2023-08-24,2023-12-04
113961,32,57100.0,Salaried,779.0,28.2,Home Loan,2045000.0,19.32,12,East,Patna,0,1,243600.0,46,Delinquent,2022-12-06,2024-10-04
102185,18,38300.0,Unemployed,582.0,1.0,Business Loan,1459000.0,13.17,60,Central,Bhopal,0,1,1258700.0,0,Active,2024-03-11,2025-01-06
107520,48,26700.0,Salaried,644.0,30.9,Education Loan,1062000.0,13.67,24,West,Pune,0,0,861600.0,37,Default,2023-11-10,2025-10-09
104857,50,105300.0,self employed,750.0,26.7,Credit Card,93000.0,6.0,36,West,Ahmedabad,1,1,48900.0,0,Active,2022-12-02,2024-01-08
120965,51,62100.0,Self-Employed,584.0,27.4,Auto Loan,1118000.0,19.04,60,North,Chandigarh,1,1,777800.0,0,Active,14/11/2024,2025-07-05
107103,41,216500.0,Salaried,739.0,29.9,Business Loan,1661000.0,16.61,60,East,Kolkata,0,0,1076700.0,0,Active,2023-08-22,2024-01-06
112268,48,109000.0,Salaried,604.0,57.2,Home Loan,2943000.0,15.35,48,Central,Bhopal,1,1,1264600.0,0,Active,2024-09-15,2024-11-17
115358,36,50400.0,Self-Employed,737.0,19.5,Auto Loan,979000.0,14.49,120,North,Lucknow,0,0,0.0,0,Closed,2021-03-17,2021-06-21
108955,37,82400.0,Salaried,570.0,46.0,Business Loan,2430000.0,9.21,120,Central,Raipur,0,1,1540900.0,92,Default,2022-05-23,2023-03-25
119082,34,84400.0,Self-Employed,833.0,65.8,Auto Loan,1454000.0,8.42,48,South,Bengaluru,0,0,1314600.0,0,Active,2021-07-14,2021-10-14
113844,40,81900.0,Self-Employed,711.0,39.5,Personal Loan,738000.0,9.11,24,,Kolkata,3,4,553800.0,77,Default,2022-02-06,2023-09-08
115736,59,31000.0,Salaried,528.0,34.9,Personal Loan,458000.0,10.48,180,North,Lucknow,3,0,331300.0,0,Active,2021-01-08,2021-03-20
101668,34,27300.0,Business Owner,540.0,59.0,Personal Loan,394000.0,6.0,240,East,Patna,0,0,297200.0,36,Default,2024-06-25,2026-05-06
121380,31,51800.0,Business Owner,583.0,58.2,Auto Loan,486000.0,9.91,180,Central,Nagpur,2,1,219600.0,0,Active,2021-07-16,2023-06-05
106644,32,54300.0,Salaried,669.0,24.0,Home Loan,6512000.0,13.34,36,Central,Bhopal,1,1,0.0,0,Closed,2021-05-23,2023-02-04
115938,45,96500.0,Salaried,683.0,28.6,Education Loan,608000.0,8.58,240,Central,Bhopal,1,1,306000.0,0,Active,2021-12-08,2023-07-27
120642,45,113400.0,Salaried,,54.1,Personal Loan,605000.0,12.99,60,South,Bengaluru,2,3,178800.0,0,Active,2023-01-30,2024-08-21
114550,34,29500.0,Business Owner,748.0,48.0,Auto Loan,673000.0,7.16,240,East,Kolkata,2,1,81600.0,0,Active,2021-11-27,2023-07-02
107311,35,17300.0,Salaried,663.0,13.7,Personal Loan,318000.0,14.79,60,North,Delhi,0,1,166100.0,0,Active,2024-02-12,2024-04-15
113718,50,95800.0,Salaried,694.0,48.1,Education Loan,1228000.0,8.49,84,Central,Nagpur,2,1,0.0,0,Closed,2021-10-12,2023-01-18
117755,29,34300.0,Salaried,584.0,44.9,Personal Loan,334000.0,11.79,180,South,Chennai,0,2,132000.0,0,Active,2022-05-26,2022-07-08
102268,44,27300.0,Salaried,823.0,7.9,Business Loan,2871000.0,11.3,180,East,Kolkata,0,1,1823200.0,0,Active,2024-03-01,2026-02-23
116249,46,,Self-Employed,690.0,40.9,Education Loan,1009000.0,12.35,36,North,Chandigarh,0,2,0.0,0,Closed,2023-06-21,2024-09-26
106745,28,57100.0,Salaried,673.0,20.6,Credit Card,158000.0,13.03,240,South,Chennai,0,0,0.0,0,Closed,2022-09-06,2023-11-16
117170,44,49600.0,Salaried,748.0,32.7,Home Loan,2046000.0,7.66,180,North,Chandigarh,2,2,1169300.0,0,Active,2023-12-22,2026-02-23
102425,22,,Retired,651.0,35.2,Education Loan,1301000.0,10.91,48,West,Ahmedabad,0,1,810600.0,0,Active,2021-09-12,2022-03-18
112229,52,86400.0,Salaried,583.0,45.3,Personal Loan,445000.0,12.71,12,West,Pune,0,3,304400.0,21,Delinquent,2024-09-05,2025-12-09
109175,53,79000.0,Retired,632.0,35.4,Education Loan,1175000.0,9.99,36,East,Patna,0,1,0.0,0,Closed,2021-01-04,2022-10-14
116298,31,12900.0,Unemployed,825.0,49.7,Home Loan,5932000.0,13.74,36,East,Bhubaneswar,0,2,5450600.0,0,active,2021-09-13,2022-12-23
111592,26,57600.0,Salaried,586.0,54.3,Auto Loan,749000.0,11.2,12,Central,Raipur,1,2,358300.0,10,Delinquent,2024-07-04,2025-10-13
111161,150,47800.0,Business Owner,718.0,44.9,Home Loan,4382000.0,11.72,60,East,Bhubaneswar,2,1,3963100.0,0,Active,2021-12-06,2023-04-07
114373,59,70000.0,Business Owner,622.0,16.1,Education Loan,565000.0,13.76,24,North,Delhi,1,1,0.0,0,Closed,2024-11-02,2025-11-04
109259,73,117000.0,Self-Employed,504.0,41.2,Auto Loan,718000.0,13.04,48,West,Ahmedabad,0,1,0.0,0,Closed,2024-07-25,2025-04-26
114168,46,43000.0,Salaried,598.0,42.0,Home Loan,2316000.0,15.51,48,East,Patna,0,2,815200.0,0,Active,2023-01-06,2024-03-16
103788,29,90200.0,Business Owner,525.0,44.4,Personal Loan,167000.0,7.31,48,South,Chennai,0,1,165300.0,36,Default,2023-08-06,2024-08-11
106343,38,21600.0,Retired,725.0,32.5,Personal Loan,463000.0,10.47,36,south,Chennai,0,0,309900.0,0,Active,2024-05-20,2025-04-16
108214,28,24700.0,Salaried,518.0,36.2,Credit Card,124000.0,14.96,48,South,Chennai,3,2,91700.0,0,Active,2022-03-04,2024-03-03
104225,24,32900.0,Retired,846.0,29.6,Home Loan,4634000.0,11.84,240,East,Kolkata,0,2,1678800.0,0,Active,2021-03-26,2021-12-25
106806,38,45100.0,Self-Employed,669.0,13.9,Auto Loan,653000.0,11.78,48,East,Bhubaneswar,1,1,0.0,0,Closed,2023-07-20,2025-10-22
116285,40,33900.0,Unemployed,593.0,19.6,Business Loan,2274000.0,15.71,120,East,Patna,0,3,462400.0,0,Active,2021-04-21,2023-05-11
113638,22,,Salaried,710.0,25.3,Education Loan,1127000.0,18.03,48,North,Delhi,2,2,153900.0,0,Active,2023-05-28,2025-02-04
115845,52,27500.0,Salaried,693.0,34.3,Personal Loan,581000.0,9.83,48,South,Chennai,0,2,380900.0,0,Active,2023-05-22,2024-06-20
107495,27,25800.0,Salaried,668.0,19.5,Credit Card,166000.0,22.03,240,,Nagpur,0,2,78400.0,0,Active,2022-02-24,2023-01-17
110882,31,17400.0,Self-Employed,580.0,40.3,Personal Loan,483000.0,15.72,240,South,Chennai,0,1,113900.0,0,Active,2022-02-25,2022-12-18
112352,36,55200.0,Salaried,546.0,43.9,Personal Loan,393000.0,8.6,120,North,Chandigarh,0,5,48900.0,0,Active,2024-08-04,2026-05-26
109327,30,66200.0,Salaried,775.0,13.7,Personal Loan,135000.0,9.02,12,North,Chandigarh,0,1,111500.0,0,Active,2022-12-22,2023-06-28
106245,33,22900.0,Salaried,425.0,28.7,Home Loan,4208000.0,12.81,24,South,Hyderabad,0,1,2245600.0,0,Active,2022-12-14,2023-10-18
115792,26,39500.0,Self-Employed,763.0,34.4,Credit Card,174000.0,10.45,84,South,Hyderabad,0,4,0.0,0,Closed,2021-02-02,2023-05-13
107916,40,18300.0,Business Owner,728.0,29.1,Home Loan,3850000.0,18.29,60,North,Lucknow,0,0,0.0,0,Closed,2021-11-15,2024-01-15
103972,27,44400.0,Self-Employed,808.0,40.6,Auto Loan,1254000.0,11.74,24,Central,Nagpur,1,1,1087300.0,0,Active,2022-11-03,2023-08-06
104292,35,27500.0,Business Owner,733.0,39.6,Home Loan,3121000.0,13.66,120,Central,Bhopal,0,0,2275900.0,0,Active,2023-10-24,2023-12-04
120805,27,101100.0,Retired,711.0,41.8,Personal Loan,360000.0,7.92,60,South,Bengaluru,0,3,205800.0,0,Active,2021-02-23,2022-11-04
113986,32,90500.0,Business Owner,726.0,21.2,Auto Loan,554000.0,,24,North,Delhi,0,1,0.0,0,Closed,2024-09-29,2025-03-07
103558,41,42100.0,Salaried,611.0,8.9,Credit Card,133000.0,9.82,84,South,Bengaluru,3,5,0.0,0,Closed,2023-10-15,2025-06-23
114858,39,94800.0,Salaried,628.0,,Auto Loan,632000.0,10.26,84,East,Patna,0,2,0.0,0,Closed,2022-01-30,2024-01-14
118969,29,89900.0,Unemployed,616.0,66.7,Credit Card,189000.0,6.0,84,East,Kolkata,0,0,35200.0,0,Active,2024-11-30,2026-11-08
108012,45,35500.0,Salaried,681.0,13.9,Home Loan,1041000.0,12.09,240,North,Delhi,0,2,592500.0,0,Active,2021-11-28,2023-08-01
104663,33,61800.0,Salaried,564.0,16.6,Education Loan,736000.0,10.62,12,Central,Raipur,1,2,238200.0,0,Active,2022-12-23,2023-10-26
114446,29,49700.0,Self-Employed,,39.5,Business Loan,793000.0,15.24,48,South,Chennai,0,0,104800.0,0,Active,2023-12-26,2025-11-21
110076,36,144900.0,Self-Employed,664.0,29.7,Education Loan,1448000.0,10.07,12,East,Bhubaneswar,0,1,184300.0,0,Active,2022-09-11,2024-02-27
106150,43,27900.0,Salaried,740.0,10.7,Home Loan,3497000.0,11.96,12,South,Hyderabad,0,0,2827200.0,0,active,2021-02-09,2022-11-03
101093,49,106300.0,Salaried,574.0,50.0,Auto Loan,1183000.0,11.32,36,West,Mumbai,0,2,134100.0,0,Active,2021-07-21,2022-07-02
103137,51,,Salaried,496.0,39.9,Home Loan,2756000.0,16.67,84,West,Pune,0,1,1480800.0,0,Active,2021-12-14,2022-10-16
110687,20,182500.0,Salaried,639.0,25.7,Auto Loan,935000.0,14.45,60,West,Mumbai,0,2,299200.0,0,Active,2023-12-23,2025-03-01
109931,32,42500.0,Salaried,498.0,0.5,Personal Loan,607000.0,9.24,120,South,Chennai,1,0,107700.0,0,Active,2021-12-04,2023-11-22
108020,52,43800.0,Salaried,665.0,50.3,Auto Loan,1186000.0,11.49,12,North,Delhi,0,3,733500.0,19,Delinquent,2023-04-05,2024-09-13
120056,51,105300.0,Salaried,678.0,50.8,Auto Loan,935000.0,10.34,120,West,Mumbai,0,0,565900.0,0,Active,2022-06-28,2024-02-25
103342,37,90400.0,Salaried,612.0,57.1,Home Loan,3960000.0,9.47,36,East,Patna,0,3,923100.0,0,Active,2024-04-22,2024-06-28
115716,30,,Unemployed,748.0,22.5,Personal Loan,441000.0,10.87,36,East,Bhubaneswar,0,1,0.0,0,Closed,2023-10-20,2025-04-16
108482,40,43900.0,Salaried,666.0,47.0,Personal Loan,584000.0,8.91,240,East,Patna,2,1,0.0,0,Closed,2022-01-27,2023-09-16
112031,45,57700.0,Salaried,698.0,33.8,Education Loan,1356000.0,6.0,24,South,Bengaluru,0,1,862000.0,0,Active,2021-06-03,2021-09-15
101567,41,60900.0,Salaried,679.0,26.6,Auto Loan,634000.0,6.0,60,West,Ahmedabad,0,2,531800.0,0,Active,2024-11-02,2025-08-23
107963,31,17700.0,Salaried,632.0,5.8,Home Loan,1262000.0,11.75,180,Central,Raipur,0,2,199000.0,0,ACTIVE,2022-07-28,2023-10-25
104096,28,,Retired,591.0,29.1,Auto Loan,1305000.0,17.0,84,East,Kolkata,0,2,0.0,0,Closed,2024-09-14,2026-02-12
109869,45,65200.0,Salaried,756.0,39.8,Credit Card,179000.0,14.01,36,Central,Nagpur,2,1,0.0,0,Closed,2023-03-05,2024-07-23
102924,39,77700.0,Salaried,884.0,37.6,Education Loan,736000.0,15.59,240,South,Bengaluru,1,1,641300.0,0,Active,2023-02-08,2025-04-07
113140,38,100000.0,Business Owner,679.0,52.5,Home Loan,3299000.0,6.0,84,South,Chennai,0,1,1875700.0,0,Active,2023-11-27,2024-01-30
110596,46,,Salaried,563.0,42.6,Personal Loan,467000.0,8.77,120,North,Chandigarh,0,0,337600.0,0,Active,2022-09-03,2024-11-05
118453,31,88500.0,Salaried,672.0,31.8,Credit Card,116000.0,6.0,180,South,Bengaluru,2,3,93700.0,0,Active,2022-07-03,2022-10-12
110802,46,60000.0,Self-Employed,591.0,42.1,Auto Loan,919000.0,13.0,36,East,Kolkata,0,3,559800.0,67,Default,2023-08-29,2024-12-23
115538,22,78000.0,SELF EMPLOYED,636.0,38.6,Auto Loan,1120000.0,6.36,24,West,Pune,0,2,255300.0,0,Active,2022-03-07,2023-08-29
111860,40,100800.0,Salaried,641.0,43.6,Personal Loan,231000.0,9.51,12,East,Bhubaneswar,0,2,188300.0,0,Active,2023-06-09,2024-01-09
113732,39,68400.0,Salaried,700.0,18.3,Home Loan,2601000.0,11.29,84,East,Patna,2,2,471900.0,0,Active,2024-11-14,2026-07-30
101629,41,43400.0,Salaried,765.0,27.8,Credit Card,75000.0,12.38,36,West,Pune,0,4,28800.0,0,Active,2021-12-04,2022-04-30
102253,23,66000.0,Self-Employed,679.0,29.7,Personal Loan,366000.0,9.91,120,South,Hyderabad,0,1,0.0,0,Closed,2024-08-07,2025-04-07
105855,23,31400.0,Salaried,,35.6,Personal Loan,258000.0,13.09,36,South,Bengaluru,0,0,124500.0,0,Active,2022-03-16,2024-05-12
117403,56,154100.0,Self-Employed,615.0,55.5,Credit Card,179000.0,14.52,36,West,Pune,0,2,149200.0,0,Active,2023-08-14,2025-10-07
121377,26,15900.0,Business Owner,652.0,68.3,Auto Loan,1223000.0,6.0,12,West,Ahmedabad,1,2,0.0,0,Closed,2023-07-24,2025-09-16
103912,43,71500.0,Retired,567.0,48.0,Personal Loan,389000.0,13.09,120,South,Hyderabad,1,0,258300.0,0,Active,2024-01-23,2024-11-05
105167,34,26500.0,Salaried,723.0,53.8,Credit Card,238000.0,9.28,36,South,Bengaluru,2,1,200400.0,0,Active,26/04/2023,2023-08-21
118149,55,36600.0,Salaried,537.0,37.7,Personal Loan,333000.0,15.35,48,East,Patna,0,3,309000.0,37,Default,2021-03-30,2022-12-09
108437,42,65100.0,Salaried,647.0,48.3,Personal Loan,248000.0,11.57,24,East,Bhubaneswar,0,0,166300.0,0,Active,2021-09-29,2022-11-17
101935,72,41400.0,Self-Employed,567.0,12.5,Personal Loan,376000.0,16.9,84, North,Lucknow,0,0,0.0,0,Closed,2024-08-30,2025-08-08
114156,36,48300.0,Salaried,627.0,21.0,Home Loan,1589000.0,15.16,120,South,Chennai,3,2,909900.0,0,Active,2023-03-25,2025-03-28
104170,31,119200.0,Salaried,666.0,42.1,Education Loan,139000.0,9.71,12,East,Patna,0,0,57000.0,0,Active,2022-03-14,2022-12-11
112136,45,94600.0,Self-Employed,647.0,38.2,Home Loan,5793000.0,11.69,60,North,Lucknow,2,2,909300.0,0,Active,2023-10-25,2023-11-28
108681,27,37500.0,Self-Employed,671.0,35.0,Auto Loan,1150000.0,6.0,36,North,Lucknow,0,4,517200.0,8,Delinquent,2024-01-09,2024-10-13
102281,19,48200.0,Salaried,900.0,,Auto Loan,800000.0,6.0,60,Central,Nagpur,0,0,0.0,0,Closed,2023-02-01,2024-05-07
104289,58,89900.0,Self-Employed,697.0,32.7,Education Loan,914000.0,6.0,12,North,Delhi,1,1,271800.0,0,Active,2023-05-10,2025-02-19
104915,25,116000.0,Salaried,544.0,43.0,Auto Loan,673000.0,12.17,180,East,Bhubaneswar,0,2,457200.0,0,Active,2021-06-01,2021-08-28
105322,26,29200.0,Unemployed,662.0,42.0,Home Loan,2952000.0,14.59,12,West,Ahmedabad,3,4,1920400.0,0,Active,2023-12-02,2024-03-18
102553,62,54200.0,Business Owner,652.0,60.1,Business Loan,1949000.0,11.85,240,Central,Raipur,0,2,269500.0,0,Active,2024-04-12,2024-11-29
112573,44,140500.0,Salaried,543.0,46.6,Credit Card,54000.0,14.97,36,East,Kolkata,1,1,25400.0,0,Active,2021-06-14,2022-05-11
104988,41,42600.0,Salaried,771.0,29.5,Auto Loan,954000.0,15.19,240,South,Bengaluru,2,1,860300.0,0,Active,2024-12-27,2026-10-02
111033,20,50300.0,Business Owner,684.0,25.9,Personal Loan,481000.0,15.32,12,East,Kolkata,2,1,189300.0,0,Active,2023-03-17,2024-10-05
101161,18,57300.0,Business Owner,844.0,38.8,Business Loan,2010000.0,13.13,240,Central,Bhopal,0,2,203200.0,0,Active,2022-02-06,2023-07-14
107811,47,91400.0,Business Owner,801.0,28.8,Credit Card,176000.0,8.7,24,West,Pune,0,0,50700.0,0,Active,2023-02-27,2024-12-05
103797,38,71900.0,Retired,717.0,22.9,Home Loan,3751000.0,14.53,84,West,Ahmedabad,0,1,1812200.0,0,Active,2022-08-28,2023-01-10
102302,28,23300.0,Salaried,865.0,46.0,Credit Card,137000.0,18.33,24,North,Chandigarh,1,2,101600.0,0,Active,2022-03-01,2023-06-07
116546,60,20800.0,Salaried,737.0,1.1,Credit Card,210000.0,6.13,48,West,Ahmedabad,0,0,30400.0,0,Active,2023-03-10,2024-07-26
113810,51,149900.0,Business Owner,744.0,3.6,Home Loan,4530000.0,10.72,240,West,Mumbai,0,2,585900.0,0,Active,2024-02-23,2025-04-27
105616,18,18700.0,Salaried,774.0,31.3,Education Loan,540000.0,12.09,36,CENTRAL,Bhopal,0,1,74900.0,24,Delinquent,2021-08-28,2022-10-11
113780,42,51300.0,Salaried,799.0,36.9,Business Loan,1576000.0,6.0,120,Central,Nagpur,0,2,464400.0,0,Active,2024-01-26,2025-11-18
111227,73,99700.0,Salaried,856.0,45.6,Business Loan,1490000.0,11.31,24,West,Mumbai,0,1,650000.0,48,Default,2021-01-04,2022-07-07
113298,53,43300.0,Unemployed,602.0,28.3,Personal Loan,434000.0,16.69,36,Central,Bhopal,0,3,166500.0,0,Active,2022-12-16,2024-03-01
108995,40,82400.0,Salaried,597.0,18.6,Personal Loan,510000.0,12.72,24,West,Ahmedabad,1,2,164300.0,0,Active,2022-03-23,2022-05-01
103082,42,48400.0,Unemployed,745.0,10.0,Auto Loan,592000.0,9.71,48,North,Lucknow,1,1,0.0,0,Closed,2024-02-16,2024-07-25
109416,29,42000.0,Unemployed,426.0,48.2,Auto Loan,688000.0,13.16,48,North,Lucknow,3,1,531300.0,0,Active,04-19-2024,2025-06-10
108930,42,56300.0,Salaried,674.0,28.4,Personal Loan,564000.0,13.71,120,West,Pune,0,4,425800.0,0,Active,2024-11-25,2026-12-06
118520,44,75800.0,Salaried,539.0,52.6,Personal Loan,410000.0,13.04,36,East,Kolkata,0,0,91100.0,42,Delinquent,2024-02-22,2024-04-16
115697,38,27600.0,Unemployed,528.0,54.0,Auto Loan,1298000.0,12.42,12,East,Kolkata,1,2,995300.0,0,ACTIVE,2024-12-09,2025-03-02
112223,51,,Salaried,615.0,15.1,Personal Loan,319000.0,14.45,12,North,Delhi,1,4,0.0,0,Closed,2021-06-08,2023-07-27
113029,33,43200.0,Salaried,786.0,28.3,Personal Loan,421000.0,17.71,36,North,Lucknow,0,4,179000.0,0,Active,2024-12-08,2025-09-24
109247,45,56300.0,Salaried,741.0,46.7,Auto Loan,488000.0,8.11,24,East,Bhubaneswar,0,1,464100.0,174,Default,2021-09-29,2022-09-23
114375,49,66300.0,Self-Employed,653.0,39.7,Personal Loan,534000.0,15.44,24,North,Delhi,0,3,144200.0,0,Active,2024-11-10,2025-10-02
120612,44,43700.0,Salaried,705.0,43.6,Credit Card,131000.0,11.58,12,west,Mumbai,0,2,38600.0,0,Active,2021-02-13,2022-05-10
116415,45,44400.0,Business Owner,876.0,14.9,Auto Loan,702000.0,10.01,240,East,Patna,0,1,545900.0,0,Active,2022-03-20,2024-03-14
110904,47,36500.0,Business Owner,630.0,19.0,Education Loan,1286000.0,12.35,120,North,Chandigarh,0,0,362500.0,0,Active,2022-11-15,2024-08-03
119490,40,27300.0,Self-Employed,557.0,56.7,Home Loan,2083000.0,6.0,36,West,Mumbai,0,2,1688000.0,0,Active,2022-01-21,2022-02-27
117146,44,122800.0,Salaried,674.0,1.3,Business Loan,2724000.0,13.59,36,East,Patna,2,0,2176800.0,0,Active,2024-07-17,2024-08-26
112275,42,28100.0,Unemployed,579.0,16.2,Credit Card,134000.0,6.0,24,West,Ahmedabad,0,0,100900.0,0,Active,2024-03-25,2026-02-20
105508,18,34900.0,Business Owner,783.0,35.8,Auto Loan,1408000.0,14.91,180,West,Ahmedabad,0,1,884000.0,0,Active,2023-10-06,2025-04-03
105787,39,98300.0,Self-Employed,721.0,21.8,Home Loan,2220000.0,8.64,180,West,Ahmedabad,2,1,1334300.0,118,Default,2021-08-16,2023-05-26
