Customer_ID,Age,Income,Employment_Type,Credit_Score,DTI,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Region,Branch,Previous_Defaults,Late_Payments,Outstanding_Amount,Days_Past_Due,Loan_Status,Application_Date,Payment_Date,Age_Group,Income_Band,Credit_Score_Band,DTI_Band,Is_Delinquent,Is_Default,Loan_to_Income_Ratio,Outstanding_Pct,EMI_Estimate,Application_Year,Application_Month,Is_Overdue_30plus,Is_Overdue_90plus,Risk_Points,Risk_Segment
113575,41,53800.0,Salaried,817,5.8,Credit Card,77000.0,15.39,60,Central,Nagpur,0,1,65300.0,0,Active,2024-01-07,2025-03-08,36-45,<3L,Excellent (800-900),Low (<20%),0,0,1.43,84.8,1848.0,2024,2024-01,0,0,0,Low Risk
103397,46,60200.0,Salaried,663,61.7,Personal Loan,421000.0,9.2,48,East,Kolkata,2,1,199200.0,53,Default,2021-01-04,2022-02-09,46-55,<3L,Fair (580-669),Very High (>50%),1,1,6.99,47.3,10517.0,2021,2021-01,1,0,8,High Risk
104646,59,49500.0,Salaried,565,33.3,Auto Loan,412000.0,16.02,240,East,Bhubaneswar,0,1,56200.0,0,Active,2024-12-23,2025-10-19,56-65,<3L,Poor (300-579),Moderate (20-36%),0,0,8.32,13.6,5738.0,2024,2024-12,0,0,4,Medium Risk
105280,41,28300.0,Salaried,622,29.4,Education Loan,951000.0,14.27,12,Central,Nagpur,1,2,0.0,0,Closed,2024-03-11,2024-07-26,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,33.6,0.0,85508.0,2024,2024-03,0,0,5,Medium Risk
102337,46,91100.0,Salaried,634,15.8,Home Loan,2234000.0,6.0,12,West,Ahmedabad,1,0,0.0,0,Closed,2023-04-17,2024-05-08,46-55,<3L,Fair (580-669),Low (<20%),0,0,24.52,0.0,192272.0,2023,2023-04,0,0,4,Medium Risk
110959,44,39800.0,Salaried,605,22.8,Personal Loan,297000.0,9.07,120,Central,Nagpur,1,0,226500.0,0,Active,2022-11-03,2023-05-19,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,7.46,76.3,3774.0,2022,2022-11,0,0,5,Medium Risk
118534,26,24000.0,Business Owner,656,42.5,Auto Loan,543000.0,8.42,120,South,Bengaluru,0,1,57900.0,0,Active,2024-09-21,2026-04-11,26-35,<3L,Fair (580-669),High (36-50%),0,0,22.62,10.7,6709.0,2024,2024-09,0,0,4,Medium Risk
103580,27,89400.0,Salaried,668,47.2,Personal Loan,507000.0,8.58,180,Central,Bhopal,0,3,368700.0,0,Active,2023-10-28,2023-12-01,26-35,<3L,Fair (580-669),High (36-50%),0,0,5.67,72.7,5016.0,2023,2023-10,0,0,5,Medium Risk
116438,23,55900.0,Retired,694,37.9,Home Loan,1584000.0,17.74,12,Central,Nagpur,0,2,773700.0,0,Active,2023-06-17,2025-04-25,18-25,<3L,Good (670-739),High (36-50%),0,0,28.34,48.8,145025.0,2023,2023-06,0,0,3,Medium Risk
109045,36,49400.0,Salaried,751,35.4,Education Loan,964000.0,11.49,240,North,Delhi,2,1,685200.0,123,Default,2022-02-26,2023-02-17,36-45,<3L,Very Good (740-799),Moderate (20-36%),1,1,19.51,71.1,10274.0,2022,2022-02,1,1,4,Medium Risk
108944,44,78900.0,Salaried,659,26.0,Business Loan,1500000.0,10.04,36,West,Ahmedabad,0,1,678900.0,0,Active,2021-02-11,2021-06-13,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,19.01,45.3,48429.0,2021,2021-02,0,0,3,Medium Risk
111536,57,35500.0,Salaried,612,34.8,Credit Card,145000.0,13.76,84,South,Hyderabad,0,1,133900.0,0,Active,2022-01-30,2023-11-24,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,4.08,92.3,2698.0,2022,2022-01,0,0,3,Medium Risk
107506,18,84900.0,Retired,609,40.1,Auto Loan,669000.0,8.7,60,Central,Raipur,0,0,403800.0,0,Active,2023-04-20,2024-09-22,18-25,<3L,Fair (580-669),High (36-50%),0,0,7.88,60.4,13790.0,2023,2023-04,0,0,4,Medium Risk
113724,68,35700.0,Salaried,673,24.4,Home Loan,1705000.0,12.26,60,East,Kolkata,0,1,853300.0,0,Active,2022-05-05,2024-01-15,65+,<3L,Good (670-739),Moderate (20-36%),0,0,47.76,50.0,38151.0,2022,2022-05,0,0,2,Low Risk
106533,58,77200.0,Self-Employed,775,42.6,Credit Card,152000.0,9.76,12,West,Ahmedabad,1,2,129600.0,0,Active,2022-11-05,2023-05-10,56-65,<3L,Very Good (740-799),High (36-50%),0,0,1.97,85.3,13346.0,2022,2022-11,0,0,4,Medium Risk
118841,36,32400.0,Salaried,571,31.4,Home Loan,4446000.0,9.12,180,South,Chennai,0,2,0.0,0,Closed,2021-02-16,2023-04-12,36-45,<3L,Poor (300-579),Moderate (20-36%),0,0,137.22,0.0,45412.0,2021,2021-02,0,0,4,Medium Risk
112553,46,35000.0,Retired,765,39.7,Personal Loan,632000.0,8.37,12,East,Patna,1,4,494200.0,40,Delinquent,2023-12-31,2024-10-26,46-55,<3L,Very Good (740-799),High (36-50%),1,0,18.06,78.2,55085.0,2023,2023-12,1,0,5,Medium Risk
117351,24,82100.0,Salaried,527,23.5,Home Loan,1248000.0,7.0,240,West,Pune,0,2,1042900.0,0,Active,2023-09-17,2024-10-03,18-25,<3L,Poor (300-579),Moderate (20-36%),0,0,15.2,83.6,9676.0,2023,2023-09,0,0,4,Medium Risk
107944,45,53800.0,Salaried,539,30.8,Home Loan,3265000.0,8.32,240,West,Ahmedabad,0,3,1511300.0,37,Default,2022-12-01,2023-03-24,36-45,<3L,Poor (300-579),Moderate (20-36%),1,1,60.69,46.3,27964.0,2022,2022-12,1,0,5,Medium Risk
120877,37,52000.0,Salaried,650,26.2,Business Loan,3293000.0,11.31,180,West,Ahmedabad,0,2,2945400.0,0,Active,2024-11-15,2026-03-06,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,63.33,89.4,38072.0,2024,2024-11,0,0,3,Medium Risk
107110,44,67400.0,Salaried,671,28.4,Personal Loan,549000.0,12.58,60,North,Ahmedabad,0,2,233500.0,0,Active,2024-02-16,2025-10-19,36-45,<3L,Good (670-739),Moderate (20-36%),0,0,8.15,42.5,12374.0,2024,2024-02,0,0,2,Low Risk
111679,27,91900.0,Salaried,706,25.8,Personal Loan,604000.0,10.71,180,East,Kolkata,1,4,0.0,0,Closed,2022-10-26,2024-07-16,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,6.57,0.0,6755.0,2022,2022-10,0,0,5,Medium Risk
104382,42,72000.0,Self-Employed,640,26.3,Personal Loan,372000.0,11.19,84,Central,Raipur,0,1,47700.0,0,Active,2021-06-23,2021-10-17,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,5.17,12.8,6407.0,2021,2021-06,0,0,3,Medium Risk
106292,58,69900.0,Self-Employed,592,24.1,Personal Loan,414000.0,15.37,120,West,Mumbai,1,3,0.0,0,Closed,2024-12-30,2026-08-10,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,5.92,0.0,6773.0,2024,2024-12,0,0,6,High Risk
117129,38,25900.0,Salaried,638,27.1,Education Loan,1213000.0,15.65,120,West,Mumbai,0,5,757700.0,0,Active,2023-09-15,2025-07-18,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,46.83,62.5,20056.0,2023,2023-09,0,0,4,Medium Risk
109712,48,85500.0,Self-Employed,587,32.4,Home Loan,2070000.0,15.66,24,South,Chennai,0,2,1430300.0,0,Active,2021-02-07,2021-12-12,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,24.21,69.1,101018.0,2021,2021-02,0,0,3,Medium Risk
112671,39,53500.0,Self-Employed,647,60.3,Personal Loan,754000.0,6.0,12,Central,Bhopal,0,1,264400.0,3,Delinquent,2024-11-29,2025-05-03,36-45,<3L,Fair (580-669),Very High (>50%),1,0,14.09,35.1,64894.0,2024,2024-11,0,0,5,Medium Risk
113250,21,62100.0,Business Owner,491,22.9,Personal Loan,460000.0,14.01,84,North,Chandigarh,0,4,265000.0,67,Delinquent,2022-02-06,2024-01-20,18-25,<3L,Poor (300-579),Moderate (20-36%),1,0,7.41,57.6,8623.0,2022,2022-02,1,0,5,Medium Risk
121023,44,102100.0,Salaried,635,26.5,Credit Card,117000.0,16.43,24,North,Chandigarh,0,1,0.0,0,Closed,2022-11-23,2024-05-14,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,1.15,0.0,5753.0,2022,2022-11,0,0,3,Medium Risk
114694,52,116100.0,Salaried,787,9.3,Home Loan,1994000.0,12.18,120,West,Pune,0,0,839900.0,0,Active,2024-07-12,2025-12-02,46-55,<3L,Very Good (740-799),Low (<20%),0,0,17.17,42.1,28816.0,2024,2024-07,0,0,0,Low Risk
114307,26,87000.0,Salaried,622,19.0,Auto Loan,613000.0,9.08,12,South,Hyderabad,0,2,161800.0,0,Active,2023-09-23,2024-09-22,26-35,<3L,Fair (580-669),Low (<20%),0,0,7.05,26.4,53630.0,2023,2023-09,0,0,2,Low Risk
112329,36,40700.0,Retired,725,45.3,Personal Loan,277000.0,11.47,24,Central,Raipur,0,0,219500.0,0,Active,2021-07-10,2023-09-04,36-45,<3L,Good (670-739),High (36-50%),0,0,6.81,79.2,12971.0,2021,2021-07,0,0,3,Medium Risk
107173,38,43800.0,Retired,693,45.6,Business Loan,930000.0,13.06,36,Central,Nagpur,0,3,749300.0,16,Delinquent,2023-10-02,2024-07-25,36-45,<3L,Good (670-739),High (36-50%),1,0,21.23,80.6,31362.0,2023,2023-10,0,0,4,Medium Risk
106977,44,83900.0,Retired,533,23.7,Education Loan,1045000.0,11.06,240,West,Pune,3,2,854700.0,6,Delinquent,2024-08-29,2025-10-02,36-45,<3L,Poor (300-579),Moderate (20-36%),1,0,12.46,81.8,10829.0,2024,2024-08,0,0,7,High Risk
113313,48,42600.0,Self-Employed,682,36.5,Auto Loan,700000.0,11.45,120,North,Delhi,0,2,207800.0,0,Active,2023-11-06,2024-11-15,46-55,<3L,Good (670-739),High (36-50%),0,0,16.43,29.7,9822.0,2023,2023-11,0,0,3,Medium Risk
119365,38,27700.0,Business Owner,659,24.5,Home Loan,4446000.0,15.3,180,West,Ahmedabad,0,2,2231400.0,31,Default,2024-09-01,2025-03-08,36-45,<3L,Fair (580-669),Moderate (20-36%),1,1,160.51,50.2,63142.0,2024,2024-09,1,0,3,Medium Risk
101471,54,60700.0,Retired,531,45.0,Personal Loan,282000.0,12.58,240,North,Patna,0,0,196300.0,132,Default,2023-02-19,2024-06-18,46-55,<3L,Poor (300-579),High (36-50%),1,1,4.65,69.6,3220.0,2023,2023-02,1,1,5,Medium Risk
106219,37,140100.0,Self-Employed,556,41.9,Personal Loan,367000.0,11.14,60,South,Hyderabad,3,3,216300.0,0,Active,2022-09-22,2023-12-01,36-45,<3L,Poor (300-579),High (36-50%),0,0,2.62,58.9,8005.0,2022,2022-09,0,0,9,High Risk
105107,28,54350.0,Retired,683,35.0,Personal Loan,403000.0,10.79,36,South,Bengaluru,0,0,212200.0,0,Active,2022-05-12,2022-07-07,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,7.41,52.7,13154.0,2022,2022-05,0,0,2,Low Risk
120504,40,54900.0,Self-Employed,743,2.0,Business Loan,1218000.0,15.56,84,South,Hyderabad,0,0,0.0,0,Closed,2024-04-10,2026-02-06,36-45,<3L,Very Good (740-799),Low (<20%),0,0,22.19,0.0,23888.0,2024,2024-04,0,0,0,Low Risk
117860,47,59300.0,Salaried,704,31.7,Personal Loan,419000.0,14.26,36,East,Patna,0,3,373600.0,0,Active,2021-08-23,2022-12-14,46-55,<3L,Good (670-739),Moderate (20-36%),0,0,7.07,89.2,14373.0,2021,2021-08,0,0,3,Medium Risk
114221,50,61000.0,Self-Employed,630,21.3,Personal Loan,466000.0,9.44,36,South,Hyderabad,0,1,397300.0,0,Active,2024-05-23,2025-01-26,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,7.64,85.3,14914.0,2024,2024-05,0,0,3,Medium Risk
103006,24,112700.0,Salaried,752,37.4,Personal Loan,595000.0,16.33,36,North,Lucknow,0,1,465100.0,0,Active,2021-08-01,2023-08-02,18-25,<3L,Very Good (740-799),High (36-50%),0,0,5.28,78.2,21016.0,2021,2021-08,0,0,2,Low Risk
114825,56,45100.0,Salaried,818,23.9,Home Loan,2645000.0,6.89,48,Central,Raipur,0,1,2083000.0,132,Written Off,2024-09-30,2026-07-07,56-65,<3L,Excellent (800-900),Moderate (20-36%),1,1,58.65,78.8,63203.0,2024,2024-09,1,1,1,Low Risk
103907,56,55600.0,Self-Employed,565,10.1,Home Loan,4446000.0,12.04,84,North,Chandigarh,0,1,2756500.0,0,Active,2024-09-01,2026-10-15,56-65,<3L,Poor (300-579),Low (<20%),0,0,79.96,62.0,78579.0,2024,2024-09,0,0,3,Medium Risk
109614,18,54600.0,Self-Employed,751,14.0,Auto Loan,1185000.0,14.83,48,East,Patna,0,1,0.0,0,Closed,2023-09-19,2024-03-30,18-25,<3L,Very Good (740-799),Low (<20%),0,0,21.7,0.0,32877.0,2023,2023-09,0,0,0,Low Risk
108016,56,27300.0,Salaried,651,31.2,Home Loan,3268000.0,14.71,48,East,Patna,0,4,574900.0,0,Active,2022-06-16,2024-02-07,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,119.71,17.6,90471.0,2022,2022-06,0,0,4,Medium Risk
100492,58,67200.0,Salaried,586,27.5,Home Loan,2969000.0,7.89,180,Central,Raipur,1,1,962800.0,0,Active,2021-02-22,2022-08-01,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,44.18,32.4,28185.0,2021,2021-02,0,0,5,Medium Risk
103182,46,48500.0,Unemployed,791,12.7,Credit Card,68000.0,15.5,48,East,Kolkata,1,1,37800.0,0,Active,2023-05-21,2025-05-22,46-55,<3L,Very Good (740-799),Low (<20%),0,0,1.4,55.6,1910.0,2023,2023-05,0,0,2,Low Risk
100368,40,47300.0,Unemployed,584,26.3,Credit Card,141000.0,14.58,120,South,Chennai,0,1,120800.0,0,Active,2023-12-02,2024-06-05,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,2.98,85.7,2239.0,2023,2023-12,0,0,3,Medium Risk
107499,18,150400.0,Business Owner,669,32.8,Personal Loan,236000.0,9.69,48,North,Chandigarh,0,2,180800.0,87,Default,2022-06-16,2022-10-06,18-25,<3L,Fair (580-669),Moderate (20-36%),1,1,1.57,76.6,5950.0,2022,2022-06,1,0,3,Medium Risk
115548,40,21600.0,Self-Employed,594,20.4,Credit Card,238000.0,12.58,48,Central,Bhopal,0,0,108700.0,0,Active,2024-02-02,2024-07-13,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,11.02,45.7,6335.0,2024,2024-02,0,0,3,Medium Risk
101540,18,42900.0,Unemployed,651,52.0,Auto Loan,360000.0,13.85,24,West,Mumbai,0,4,76900.0,0,Active,2024-04-30,2025-09-27,18-25,<3L,Fair (580-669),Very High (>50%),0,0,8.39,21.4,17259.0,2024,2024-04,0,0,6,High Risk
102033,46,66300.0,Self-Employed,731,11.4,Auto Loan,863000.0,8.29,36,Central,Raipur,1,0,507600.0,0,Active,2024-01-01,2024-06-09,46-55,<3L,Good (670-739),Low (<20%),0,0,13.02,58.8,27159.0,2024,2024-01,0,0,3,Medium Risk
111360,44,23300.0,Salaried,618,38.7,Home Loan,4446000.0,8.31,180,Central,Bhopal,2,1,2446600.0,0,Active,2023-01-03,2024-09-04,36-45,<3L,Fair (580-669),High (36-50%),0,0,190.82,55.0,43288.0,2023,2023-01,0,0,7,High Risk
104558,44,45500.0,Retired,651,35.3,Business Loan,3740000.0,12.25,84,West,Ahmedabad,2,2,488500.0,0,Active,2023-10-18,2024-04-17,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,82.2,13.1,66522.0,2023,2023-10,0,0,6,High Risk
118471,28,121900.0,Unemployed,653,32.8,Auto Loan,1213000.0,10.22,120,South,Chennai,0,1,509100.0,4,Delinquent,2024-03-02,2025-12-21,26-35,<3L,Fair (580-669),Moderate (20-36%),1,0,9.95,42.0,16178.0,2024,2024-03,0,0,3,Medium Risk
117277,48,123700.0,Salaried,716,37.7,Education Loan,1051000.0,12.95,48,North,Lucknow,0,4,601100.0,0,Active,2021-09-27,2023-01-29,46-55,<3L,Good (670-739),High (36-50%),0,0,8.5,57.2,28170.0,2021,2021-09,0,0,4,Medium Risk
103291,57,91500.0,Business Owner,483,32.1,Personal Loan,412000.0,15.94,120,East,Patna,0,1,388200.0,159,Written Off,2024-03-29,2024-11-16,56-65,<3L,Poor (300-579),Moderate (20-36%),1,1,4.5,94.2,6886.0,2024,2024-03,1,1,4,Medium Risk
105928,42,45500.0,Self-Employed,695,6.9,Personal Loan,410000.0,12.35,60,South,Bengaluru,3,4,0.0,0,Closed,2023-04-20,2025-01-10,36-45,<3L,Good (670-739),Low (<20%),0,0,9.01,0.0,9193.0,2023,2023-04,0,0,5,Medium Risk
110991,39,46600.0,Salaried,531,23.6,Credit Card,212000.0,14.95,60,Central,Raipur,0,4,0.0,0,Closed,2021-09-18,2022-11-15,36-45,<3L,Poor (300-579),Moderate (20-36%),0,0,4.55,0.0,5038.0,2021,2021-09,0,0,5,Medium Risk
118521,34,143100.0,Salaried,693,12.7,Education Loan,932000.0,8.11,120,West,Pune,0,2,755200.0,36,Delinquent,2022-12-16,2024-12-05,26-35,<3L,Good (670-739),Low (<20%),1,0,6.51,81.0,11362.0,2022,2022-12,1,0,1,Low Risk
106198,34,54350.0,Retired,595,31.9,Education Loan,905000.0,11.7,48,South,Chennai,1,0,343400.0,0,Active,2023-09-06,2024-09-12,26-35,<3L,Fair (580-669),Moderate (20-36%),0,0,16.65,37.9,23699.0,2023,2023-09,0,0,5,Medium Risk
117031,41,40300.0,Business Owner,798,52.2,Education Loan,933000.0,7.98,84,Central,Bhopal,0,0,0.0,0,Closed,2024-08-24,2026-07-17,36-45,<3L,Very Good (740-799),Very High (>50%),0,0,23.15,0.0,14533.0,2024,2024-08,0,0,3,Medium Risk
121262,32,39900.0,Unemployed,706,24.9,Education Loan,548000.0,11.69,180,Central,Nagpur,0,0,114100.0,0,Active,2024-03-25,2025-12-16,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,13.73,20.8,6468.0,2024,2024-03,0,0,2,Low Risk
106116,28,54450.0,Salaried,622,14.4,Auto Loan,1227000.0,6.82,24,West,Pune,2,4,649600.0,0,Active,2021-04-07,2021-07-03,26-35,<3L,Fair (580-669),Low (<20%),0,0,22.53,52.9,54836.0,2021,2021-04,0,0,6,High Risk
119445,34,54200.0,Salaried,478,23.5,Education Loan,888000.0,14.58,36,North,Chandigarh,2,2,163600.0,0,Active,2021-11-01,2023-12-17,26-35,<3L,Poor (300-579),Moderate (20-36%),0,0,16.38,18.4,30600.0,2021,2021-11,0,0,7,High Risk
107616,27,54450.0,Salaried,586,37.0,Credit Card,161000.0,9.48,12,East,Kolkata,0,4,105700.0,0,Active,2022-11-22,2023-10-11,26-35,<3L,Fair (580-669),High (36-50%),0,0,2.96,65.7,14116.0,2022,2022-11,0,0,5,Medium Risk
118668,48,29100.0,Self-Employed,826,34.9,Business Loan,3218000.0,14.18,48,South,Chennai,3,2,1584100.0,0,Active,2021-09-19,2022-10-05,46-55,<3L,Excellent (800-900),Moderate (20-36%),0,0,110.58,49.2,88227.0,2021,2021-09,0,0,4,Medium Risk
116265,47,198400.0,Salaried,680,44.6,Personal Loan,539000.0,6.47,84,North,Chandigarh,3,1,349700.0,92,Default,2024-12-21,2025-12-28,46-55,<3L,Good (670-739),High (36-50%),1,1,2.72,64.9,7996.0,2024,2024-12,1,1,6,High Risk
111339,75,53500.0,Salaried,633,21.6,Personal Loan,426000.0,9.82,120,North,Lucknow,0,3,184000.0,0,Active,2022-04-14,2024-02-27,65+,<3L,Fair (580-669),Moderate (20-36%),0,0,7.96,43.2,5587.0,2022,2022-04,0,0,4,Medium Risk
109756,53,79300.0,Salaried,736,58.3,Auto Loan,652000.0,13.79,36,North,Hyderabad,0,1,492900.0,104,Default,2023-06-15,2024-08-31,46-55,<3L,Good (670-739),Very High (>50%),1,1,8.22,75.6,22217.0,2023,2023-06,1,1,4,Medium Risk
109848,43,52100.0,Salaried,687,24.4,Credit Card,217000.0,14.19,12,West,Ahmedabad,1,1,94400.0,27,Delinquent,2021-04-27,2021-06-05,36-45,<3L,Good (670-739),Moderate (20-36%),1,0,4.17,43.5,19503.0,2021,2021-04,0,0,4,Medium Risk
106334,37,177400.0,Salaried,674,37.6,Auto Loan,1131000.0,17.47,240,East,Bhubaneswar,2,1,1003700.0,16,Delinquent,2022-12-31,2023-08-20,36-45,<3L,Good (670-739),High (36-50%),1,0,6.38,88.7,16995.0,2022,2022-12,0,0,6,High Risk
112767,40,43500.0,Salaried,788,34.4,Auto Loan,1188000.0,14.2,24,Central,Nagpur,0,0,0.0,0,Closed,2023-05-08,2024-09-18,36-45,<3L,Very Good (740-799),Moderate (20-36%),0,0,27.31,0.0,57152.0,2023,2023-05,0,0,1,Low Risk
110122,34,50800.0,Business Owner,587,54.2,Education Loan,622000.0,13.23,36,North,Lucknow,2,2,368300.0,0,Active,2022-10-23,2023-08-28,26-35,<3L,Fair (580-669),Very High (>50%),0,0,12.24,59.2,21027.0,2022,2022-10,0,0,8,High Risk
102501,47,37400.0,Business Owner,699,22.3,Auto Loan,291000.0,13.1,36,East,Patna,3,4,221300.0,0,Active,2024-11-11,2025-03-14,46-55,<3L,Good (670-739),Moderate (20-36%),0,0,7.78,76.0,9819.0,2024,2024-11,0,0,6,High Risk
100802,34,78600.0,Self-Employed,672,32.6,Auto Loan,936000.0,15.9,48,West,Mumbai,0,3,256300.0,0,Active,2023-03-14,2024-11-02,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,11.91,27.4,26479.0,2023,2023-03,0,0,3,Medium Risk
114770,30,149700.0,Retired,629,30.5,Education Loan,551000.0,6.92,36,West,Mumbai,0,2,192000.0,0,Active,2022-02-27,2023-07-21,26-35,<3L,Fair (580-669),Moderate (20-36%),0,0,3.68,34.8,16993.0,2022,2022-02,0,0,3,Medium Risk
117501,55,54450.0,Salaried,587,39.9,Home Loan,1949000.0,8.73,240,Central,Bhopal,0,3,353600.0,0,Active,2021-09-19,2023-04-02,46-55,<3L,Fair (580-669),High (36-50%),0,0,35.79,18.1,17199.0,2021,2021-09,0,0,5,Medium Risk
118503,21,48600.0,Salaried,688,17.3,Credit Card,102000.0,14.34,60,East,Kolkata,1,2,72100.0,108,Default,2023-09-06,2024-11-28,18-25,<3L,Good (670-739),Low (<20%),1,1,2.1,70.7,2391.0,2023,2023-09,1,1,3,Medium Risk
111971,43,60100.0,Retired,851,61.1,Personal Loan,340000.0,11.4,48,East,Patna,0,1,277000.0,0,Active,2023-06-13,2024-11-20,36-45,<3L,Excellent (800-900),Very High (>50%),0,0,5.66,81.5,8854.0,2023,2023-06,0,0,3,Medium Risk
103135,40,54450.0,Salaried,764,18.6,Home Loan,2484000.0,15.4,84,East,Bhubaneswar,0,2,350900.0,0,Active,2023-02-17,2023-03-29,36-45,<3L,Very Good (740-799),Low (<20%),0,0,45.62,14.1,48492.0,2023,2023-02,0,0,0,Low Risk
102118,28,145500.0,Business Owner,707,14.2,Auto Loan,637000.0,7.46,240,East,Bhubaneswar,0,3,0.0,0,Closed,2021-09-05,2023-05-06,26-35,<3L,Good (670-739),Low (<20%),0,0,4.38,0.0,5116.0,2021,2021-09,0,0,2,Low Risk
103256,42,205000.0,Salaried,746,38.0,Auto Loan,652000.0,12.75,36,East,Kolkata,0,2,414200.0,0,Active,2024-01-12,2025-12-15,36-45,<3L,Very Good (740-799),High (36-50%),0,0,3.18,63.5,21890.0,2024,2024-01,0,0,2,Low Risk
120217,51,54450.0,Salaried,630,29.3,Personal Loan,213000.0,10.71,240,Central,Raipur,0,1,97400.0,0,Active,2023-06-10,2024-03-24,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,3.91,45.7,2157.0,2023,2023-06,0,0,3,Medium Risk
111391,23,76300.0,Business Owner,615,46.5,Business Loan,1456000.0,10.94,12,East,Patna,2,1,852300.0,15,Delinquent,2021-04-17,2022-04-03,18-25,<3L,Fair (580-669),High (36-50%),1,0,19.08,58.5,128643.0,2021,2021-04,0,0,7,High Risk
104619,40,14800.0,Salaried,583,22.7,Personal Loan,247000.0,8.67,24,Central,Bhopal,1,0,202000.0,0,Active,2024-09-18,2026-11-15,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,16.69,81.8,11247.0,2024,2024-09,0,0,5,Medium Risk
108074,30,108300.0,Self-Employed,676,46.9,Auto Loan,660000.0,8.81,36,North,Raipur,0,0,322300.0,0,Active,2021-04-28,2023-01-02,26-35,<3L,Good (670-739),High (36-50%),0,0,6.09,48.8,20930.0,2021,2021-04,0,0,3,Medium Risk
100652,54,25600.0,Self-Employed,760,33.7,Home Loan,3320000.0,14.53,180,North,Lucknow,1,3,0.0,0,Closed,2021-03-25,2021-10-19,46-55,<3L,Very Good (740-799),Moderate (20-36%),0,0,129.69,0.0,45402.0,2021,2021-03,0,0,4,Medium Risk
118838,58,144400.0,Unemployed,727,7.7,Home Loan,2786000.0,8.42,12,Central,Nagpur,1,0,0.0,0,Closed,2022-01-01,2024-06-13,56-65,<3L,Good (670-739),Low (<20%),0,0,19.29,0.0,242891.0,2022,2022-01,0,0,3,Medium Risk
117765,51,26300.0,Business Owner,595,36.2,Personal Loan,510000.0,15.91,84,West,Mumbai,1,0,333200.0,0,Active,2024-06-16,2026-06-23,46-55,<3L,Fair (580-669),High (36-50%),0,0,19.39,65.3,10104.0,2024,2024-06,0,0,6,High Risk
110675,22,11100.0,Self-Employed,602,24.3,Credit Card,121000.0,10.67,120,South,Chennai,0,0,0.0,0,Closed,2023-06-05,2025-11-18,18-25,<3L,Fair (580-669),Moderate (20-36%),0,0,10.9,0.0,1644.0,2023,2023-06,0,0,3,Medium Risk
118379,43,106900.0,Business Owner,808,44.8,Auto Loan,1075000.0,7.6,120,East,Bhubaneswar,2,3,462900.0,4,Delinquent,2022-11-12,2023-09-21,36-45,<3L,Excellent (800-900),High (36-50%),1,0,10.06,43.1,12817.0,2022,2022-11,0,0,6,High Risk
110973,62,178800.0,Self-Employed,658,39.9,Auto Loan,906000.0,16.35,12,Central,Bhopal,0,1,353800.0,0,Active,2023-06-25,2024-07-28,56-65,<3L,Fair (580-669),High (36-50%),0,0,5.07,39.1,82352.0,2023,2023-06,0,0,4,Medium Risk
115668,18,88700.0,Salaried,575,44.1,Credit Card,210000.0,13.66,24,North,Delhi,2,1,42300.0,0,Active,2024-05-08,2026-06-22,18-25,<3L,Poor (300-579),High (36-50%),0,0,2.37,20.1,10049.0,2024,2024-05,0,0,8,High Risk
116081,37,113600.0,Retired,866,22.8,Credit Card,244000.0,11.17,12,North,Delhi,0,4,175800.0,0,Active,2024-09-19,2026-06-03,36-45,<3L,Excellent (800-900),Moderate (20-36%),0,0,2.15,72.0,21584.0,2024,2024-09,0,0,2,Low Risk
115149,58,37600.0,Retired,684,5.3,Education Loan,803000.0,15.19,24,South,Hyderabad,2,3,0.0,0,Closed,2023-05-27,2024-02-18,56-65,<3L,Good (670-739),Low (<20%),0,0,21.36,0.0,39007.0,2023,2023-05,0,0,5,Medium Risk
103321,42,14300.0,Salaried,629,19.1,Home Loan,2348000.0,13.23,60,West,Mumbai,0,2,1880400.0,0,Active,2023-09-12,2025-11-02,36-45,<3L,Fair (580-669),Low (<20%),0,0,164.2,80.1,53701.0,2023,2023-09,0,0,2,Low Risk
